Source,Target,size,Weight
Vector-Borne Diseases,Minority Health,1,0.002985075
Women's Health,Minority Health,89,0.265671642
Immunotherapy,Multiple Sclerosis,3,0.1
Stem Cell Research,Multiple Sclerosis,1,0.052631579
Stem Cell Research - Induced Pluripotent Stem Cell,Multiple Sclerosis,1,0.083333333
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Multiple Sclerosis,1,0.1
Psoriasis,Muscular Dystrophy,1,0.333333333
Stem Cell Research,Muscular Dystrophy,2,0.105263158
Stem Cell Research - Induced Pluripotent Stem Cell,Muscular Dystrophy,2,0.166666667
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Muscular Dystrophy,2,0.2
Stem Cell Research - Nonembryonic - Human,Muscular Dystrophy,2,0.666666667
Wound Healing and Care,Muscular Dystrophy,2,0.666666667
Acquired Cognitive Impairment,Networking and Information Technology R&D (NITRD),124,0.058573453
Acute Respiratory Distress Syndrome,Networking and Information Technology R&D (NITRD),4,0.001889466
Aging,Networking and Information Technology R&D (NITRD),252,0.119036372
"Alcoholism, Alcohol Use and Health",Networking and Information Technology R&D (NITRD),17,0.008030231
ALS,Networking and Information Technology R&D (NITRD),6,0.002834199
Alzheimer's Disease,Networking and Information Technology R&D (NITRD),115,0.054322154
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Networking and Information Technology R&D (NITRD),121,0.057156353
Alzheimer's Disease Related Dementias (ADRD),Networking and Information Technology R&D (NITRD),11,0.005196032
American Indian or Alaska Native,Networking and Information Technology R&D (NITRD),5,0.002361833
Antimicrobial Resistance,Networking and Information Technology R&D (NITRD),11,0.005196032
Anxiety Disorders,Networking and Information Technology R&D (NITRD),6,0.002834199
Aphasia,Networking and Information Technology R&D (NITRD),4,0.001889466
Arthritis,Networking and Information Technology R&D (NITRD),28,0.013226264
Assistive Technology,Networking and Information Technology R&D (NITRD),19,0.008974965
Asthma,Networking and Information Technology R&D (NITRD),6,0.002834199
Atherosclerosis,Networking and Information Technology R&D (NITRD),10,0.004723666
Attention Deficit Disorder (ADD),Networking and Information Technology R&D (NITRD),5,0.002361833
Attention Deficit Hyperactivity Disorder (ADHD),Networking and Information Technology R&D (NITRD),3,0.0014171
Autism,Networking and Information Technology R&D (NITRD),18,0.008502598
Autoimmune Disease,Networking and Information Technology R&D (NITRD),25,0.011809164
Back Pain,Networking and Information Technology R&D (NITRD),1,0.000472367
Basic Behavioral and Social Science,Networking and Information Technology R&D (NITRD),124,0.058573453
Behavioral and Social Science,Networking and Information Technology R&D (NITRD),329,0.155408597
Biodefense,Networking and Information Technology R&D (NITRD),66,0.031176193
Biomedical Imaging,Networking and Information Technology R&D (NITRD),220,0.103920642
Biotechnology,Networking and Information Technology R&D (NITRD),487,0.230042513
Bipolar Disorder,Networking and Information Technology R&D (NITRD),11,0.005196032
Brain Cancer,Networking and Information Technology R&D (NITRD),10,0.004723666
Brain Disorders,Networking and Information Technology R&D (NITRD),352,0.166273028
Breast Cancer,Networking and Information Technology R&D (NITRD),29,0.01369863
"Breastfeeding, Lactation and Breast Milk",Networking and Information Technology R&D (NITRD),1,0.000472367
Burden of Illness,Networking and Information Technology R&D (NITRD),5,0.002361833
Cancer,Networking and Information Technology R&D (NITRD),349,0.164855928
Cancer Genomics,Networking and Information Technology R&D (NITRD),171,0.080774681
Cannabinoid Research,Networking and Information Technology R&D (NITRD),2,0.000944733
Cardiovascular,Networking and Information Technology R&D (NITRD),95,0.044874823
Caregiving Research,Networking and Information Technology R&D (NITRD),4,0.001889466
Celiac Disease,Networking and Information Technology R&D (NITRD),1,0.000472367
Cerebral Palsy,Networking and Information Technology R&D (NITRD),5,0.002361833
Cerebrovascular,Networking and Information Technology R&D (NITRD),19,0.008974965
Cervical Cancer,Networking and Information Technology R&D (NITRD),2,0.000944733
Childhood Leukemia,Networking and Information Technology R&D (NITRD),1,0.000472367
Childhood Obesity,Networking and Information Technology R&D (NITRD),5,0.002361833
Chronic Obstructive Pulmonary Disease,Networking and Information Technology R&D (NITRD),2,0.000944733
Chronic Pain,Networking and Information Technology R&D (NITRD),18,0.008502598
Climate-Related Exposures and Conditions,Networking and Information Technology R&D (NITRD),14,0.006613132
Clinical Trials and Supportive Activities,Networking and Information Technology R&D (NITRD),75,0.035427492
Colo-Rectal Cancer,Networking and Information Technology R&D (NITRD),11,0.005196032
Comparative Effectiveness Research,Networking and Information Technology R&D (NITRD),23,0.010864431
Complementary and Integrative Health,Networking and Information Technology R&D (NITRD),4,0.001889466
Conditions Affecting the Embryonic and Fetal Periods,Networking and Information Technology R&D (NITRD),6,0.002834199
Congenital Heart Disease,Networking and Information Technology R&D (NITRD),5,0.002361833
Congenital Structural Anomalies,Networking and Information Technology R&D (NITRD),17,0.008030231
Coronaviruses Diagnostics and Prognostics,Networking and Information Technology R&D (NITRD),6,0.002834199
Coronaviruses Disparities and At-Risk Populations,Networking and Information Technology R&D (NITRD),9,0.004251299
Coronaviruses Therapeutics and Interventions,Networking and Information Technology R&D (NITRD),6,0.002834199
Cost Effectiveness Research,Networking and Information Technology R&D (NITRD),3,0.0014171
Crohn's Disease,Networking and Information Technology R&D (NITRD),2,0.000944733
Cystic Fibrosis,Networking and Information Technology R&D (NITRD),3,0.0014171
Dementia,Networking and Information Technology R&D (NITRD),123,0.058101086
Dental/Oral and Craniofacial Disease,Networking and Information Technology R&D (NITRD),24,0.011336797
Depression,Networking and Information Technology R&D (NITRD),12,0.005668399
Diabetes,Networking and Information Technology R&D (NITRD),10,0.004723666
Dietary Supplements,Networking and Information Technology R&D (NITRD),1,0.000472367
Dissemination and Implementation Research,Networking and Information Technology R&D (NITRD),10,0.004723666
Down Syndrome,Networking and Information Technology R&D (NITRD),7,0.003306566
Drug Abuse (NIDA only),Networking and Information Technology R&D (NITRD),95,0.044874823
Dystonia,Networking and Information Technology R&D (NITRD),1,0.000472367
Eating Disorders,Networking and Information Technology R&D (NITRD),5,0.002361833
Electronic Nicotine Delivery Systems,Networking and Information Technology R&D (NITRD),2,0.000944733
Emergency Care,Networking and Information Technology R&D (NITRD),15,0.007085498
Endocrine Disruptors,Networking and Information Technology R&D (NITRD),7,0.003306566
Epilepsy,Networking and Information Technology R&D (NITRD),16,0.007557865
Eye Disease and Disorders of Vision,Networking and Information Technology R&D (NITRD),39,0.018422296
Foodborne Illness,Networking and Information Technology R&D (NITRD),4,0.001889466
Frontotemporal Dementia (FTD),Networking and Information Technology R&D (NITRD),6,0.002834199
Gene Therapy,Networking and Information Technology R&D (NITRD),2,0.000944733
Genetic Testing,Networking and Information Technology R&D (NITRD),9,0.004251299
Health Services,Networking and Information Technology R&D (NITRD),133,0.062824752
Hearing Loss,Networking and Information Technology R&D (NITRD),4,0.001889466
Heart Disease,Networking and Information Technology R&D (NITRD),63,0.029759093
Heart Disease - Coronary Heart Disease,Networking and Information Technology R&D (NITRD),7,0.003306566
Hematology,Networking and Information Technology R&D (NITRD),34,0.016060463
Hepatitis,Networking and Information Technology R&D (NITRD),3,0.0014171
Hepatitis - C,Networking and Information Technology R&D (NITRD),3,0.0014171
HPV and/or Cervical Cancer Vaccines,Networking and Information Technology R&D (NITRD),1,0.000472367
Hypertension,Networking and Information Technology R&D (NITRD),13,0.006140765
Immunization,Networking and Information Technology R&D (NITRD),23,0.010864431
Immunotherapy,Networking and Information Technology R&D (NITRD),18,0.008502598
Infertility,Networking and Information Technology R&D (NITRD),1,0.000472367
Inflammatory Bowel Disease,Networking and Information Technology R&D (NITRD),4,0.001889466
Influenza,Networking and Information Technology R&D (NITRD),9,0.004251299
Injury - Trauma - (Head and Spine),Networking and Information Technology R&D (NITRD),9,0.004251299
Injury - Traumatic brain injury,Networking and Information Technology R&D (NITRD),9,0.004251299
Injury (total) Accidents/Adverse Effects,Networking and Information Technology R&D (NITRD),8,0.003778932
Intellectual and Developmental Disabilities (IDD),Networking and Information Technology R&D (NITRD),27,0.012753897
Kidney Disease,Networking and Information Technology R&D (NITRD),10,0.004723666
Lead Poisoning,Networking and Information Technology R&D (NITRD),2,0.000944733
Lewy Body Dementia,Networking and Information Technology R&D (NITRD),1,0.000472367
Liver Cancer,Networking and Information Technology R&D (NITRD),4,0.001889466
Lung,Networking and Information Technology R&D (NITRD),66,0.031176193
Lung Cancer,Networking and Information Technology R&D (NITRD),14,0.006613132
Lupus,Networking and Information Technology R&D (NITRD),3,0.0014171
Lymphatic Research,Networking and Information Technology R&D (NITRD),2,0.000944733
Lymphoma,Networking and Information Technology R&D (NITRD),1,0.000472367
Machine Learning and Artificial Intelligence,Networking and Information Technology R&D (NITRD),705,0.333018422
Macular Degeneration,Networking and Information Technology R&D (NITRD),4,0.001889466
Major Depressive Disorder,Networking and Information Technology R&D (NITRD),5,0.002361833
Malaria,Networking and Information Technology R&D (NITRD),8,0.003778932
Maternal Morbidity and Mortality,Networking and Information Technology R&D (NITRD),3,0.0014171
Mental Health,Networking and Information Technology R&D (NITRD),193,0.091166745
Mental Illness,Networking and Information Technology R&D (NITRD),60,0.028341993
Methamphetamine,Networking and Information Technology R&D (NITRD),3,0.0014171
Mind and Body,Networking and Information Technology R&D (NITRD),8,0.003778932
Multiple Sclerosis,Networking and Information Technology R&D (NITRD),2,0.000944733
Muscular Dystrophy,Networking and Information Technology R&D (NITRD),3,0.0014171
Neonatal Respiratory Distress,Networking and Information Technology R&D (NITRD),4,0.001889466
Neurodegenerative,Networking and Information Technology R&D (NITRD),157,0.074161549
Neurofibromatosis,Networking and Information Technology R&D (NITRD),1,0.000472367
Neurosciences,Networking and Information Technology R&D (NITRD),288,0.136041568
Nutrition,Networking and Information Technology R&D (NITRD),16,0.007557865
Obesity,Networking and Information Technology R&D (NITRD),12,0.005668399
Opioid Misuse and Addiction,Networking and Information Technology R&D (NITRD),31,0.014643363
Opioids,Networking and Information Technology R&D (NITRD),40,0.018894662
Organ Transplantation,Networking and Information Technology R&D (NITRD),1,0.000472367
Osteoarthritis,Networking and Information Technology R&D (NITRD),9,0.004251299
Osteogenesis Imperfecta,Networking and Information Technology R&D (NITRD),1,0.000472367
Ovarian Cancer,Networking and Information Technology R&D (NITRD),3,0.0014171
Pain Research,Networking and Information Technology R&D (NITRD),29,0.01369863
Pancreatic Cancer,Networking and Information Technology R&D (NITRD),7,0.003306566
Parkinson's Disease,Networking and Information Technology R&D (NITRD),4,0.001889466
Patient Safety,Networking and Information Technology R&D (NITRD),158,0.074633916
Pediatric AIDS,Networking and Information Technology R&D (NITRD),1,0.000472367
Pediatric Cancer,Networking and Information Technology R&D (NITRD),15,0.007085498
Pediatric Research Initiative,Networking and Information Technology R&D (NITRD),6,0.002834199
Physical Activity,Networking and Information Technology R&D (NITRD),14,0.006613132
Physical Injury - Accidents and Adverse Effects,Networking and Information Technology R&D (NITRD),38,0.017949929
Physical Rehabilitation,Networking and Information Technology R&D (NITRD),16,0.007557865
Pneumonia,Networking and Information Technology R&D (NITRD),16,0.007557865
Pneumonia & Influenza,Networking and Information Technology R&D (NITRD),23,0.010864431
Post-Traumatic Stress Disorder (PTSD),Networking and Information Technology R&D (NITRD),3,0.0014171
Precision Medicine,Networking and Information Technology R&D (NITRD),219,0.103448276
Prescription Drug Abuse,Networking and Information Technology R&D (NITRD),6,0.002834199
Prevention,Networking and Information Technology R&D (NITRD),351,0.165800661
Prostate Cancer,Networking and Information Technology R&D (NITRD),9,0.004251299
Psoriasis,Networking and Information Technology R&D (NITRD),1,0.000472367
Radiation Oncology,Networking and Information Technology R&D (NITRD),7,0.003306566
Regenerative Medicine,Networking and Information Technology R&D (NITRD),2,0.000944733
Rehabilitation,Networking and Information Technology R&D (NITRD),26,0.01228153
Rheumatoid Arthritis,Networking and Information Technology R&D (NITRD),7,0.003306566
Rural Health,Networking and Information Technology R&D (NITRD),16,0.007557865
Schizophrenia,Networking and Information Technology R&D (NITRD),18,0.008502598
Scleroderma,Networking and Information Technology R&D (NITRD),1,0.000472367
Screening And Brief Intervention For Substance Abuse,Networking and Information Technology R&D (NITRD),1,0.000472367
Sepsis,Networking and Information Technology R&D (NITRD),12,0.005668399
Serious Mental Illness,Networking and Information Technology R&D (NITRD),27,0.012753897
Sexual and Gender Minorities (SGM/LGBT*),Networking and Information Technology R&D (NITRD),4,0.001889466
Sexually Transmitted Infections,Networking and Information Technology R&D (NITRD),4,0.001889466
Sickle Cell Disease,Networking and Information Technology R&D (NITRD),6,0.002834199
Sleep Research,Networking and Information Technology R&D (NITRD),12,0.005668399
Social Determinants of Health,Networking and Information Technology R&D (NITRD),102,0.048181389
Spina Bifida,Networking and Information Technology R&D (NITRD),1,0.000472367
Spinal Cord Injury,Networking and Information Technology R&D (NITRD),2,0.000944733
Stem Cell Research,Networking and Information Technology R&D (NITRD),11,0.005196032
Stem Cell Research - Embryonic - Human,Networking and Information Technology R&D (NITRD),4,0.001889466
Stem Cell Research - Induced Pluripotent Stem Cell,Networking and Information Technology R&D (NITRD),4,0.001889466
